time,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level
19-Jul-2025 15:10:00,79.3532793522267,79.3532793522267,76.3122267206478,81.7268825910931,1018,46,1018,1014
19-Jul-2025 15:20:00,79.5524696356275,79.5524696356275,76.1956275303644,82.1301214574899,1018,47,1018,1014
19-Jul-2025 15:30:00,79.7524368231047,79.7564079422383,76.0878519855596,82.5281949458484,1018,47,1018,1014
19-Jul-2025 15:40:00,80.0685358711567,80.5003221083455,76.95,82.4054172767204,1018,46,1018,1014
19-Jul-2025 15:50:00,80.6395461200586,80.9746998535871,76.95,83.2926793557833,1018,46,1018,1014
19-Jul-2025 16:00:00,81.0325531914894,81.3107598784194,77.1917021276596,83.4176899696049,1018,46,1018,1014
19-Jul-2025 16:10:00,81.1643922204214,81.4591896272285,77.4641977309562,83.617358184765,1018,46,1018,1014
19-Jul-2025 16:20:00,81.2519124797407,81.5758833063209,77.7397244732577,83.8377795786062,1017,47,1017,1013
19-Jul-2025 16:30:00,81.33943273906,81.6925769854133,78.0152512155592,84.0582009724473,1017,47,1017,1013
19-Jul-2025 16:40:00,81.6788151174668,81.9028498467824,78.1456384065373,84.59291113381,1017,47,1017,1013
19-Jul-2025 16:50:00,82.0536419001218,82.1363093788063,78.2901583434836,85.1672838002436,1017,45,1017,1013
19-Jul-2025 17:00:00,82.1559561510353,82.3336297198538,78.8163459196102,85.3719123020706,1018,46,1018,1013
19-Jul-2025 17:10:00,82.4327947200728,82.6056349567592,79.1823486572599,85.5829585798817,1018,46,1018,1013
19-Jul-2025 17:20:00,82.7632453345471,82.9005826126536,79.499144287665,85.7959763313609,1018,46,1018,1013
19-Jul-2025 17:30:00,83.0936959490214,83.195530268548,79.8159399180701,86.0089940828402,1017,45,1017,1013
19-Jul-2025 17:40:00,83.4204184704185,83.4939971139971,80.0060606060606,86.2805194805195,1017,45,1017,1013
19-Jul-2025 17:50:00,83.7147907647908,83.8230014430014,79.0969696969697,87.0597402597403,1017,45,1017,1013
19-Jul-2025 18:00:00,83.8462982588948,83.9735276305829,79.4376608629826,87.1990688872067,1017,45,1017,1013
19-Jul-2025 18:10:00,83.9689326267979,84.1143300529902,79.8464420893263,87.3035352006056,1017,45,1017,1013
19-Jul-2025 18:20:00,84.091566994701,84.2551324753974,80.25522331567,87.4080015140046,1017,45,1017,1013
